3.26046 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
3.33566 5.64218 27.5456 -26.8252 38.8611 34.7985 54.5121 
3.38579 4.42228 27.2092 -28.1887 39.4272 35.1315 54.1791 
3.43592 4.84122 27.4113 -28.7167 39.9933 35.7975 54.8451 
3.48605 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
3.56124 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
3.61138 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
3.66152 5.77631 26.81 -28.0938 39.2607 35.8974 54.8784 
3.71165 5.80782 27.7486 -27.2566 39.3273 35.2314 54.945 
3.76178 5.77631 26.81 -28.0938 39.2607 35.8974 54.8784 
3.81191 5.77631 26.81 -28.0938 39.2607 35.8974 54.8784 
3.88711 5.77631 26.81 -28.0938 39.2607 35.8974 54.8784 
3.93724 7.0445 27.6231 -26.4596 38.8944 35.4312 55.3779 
3.98737 4.57146 27.1675 -28.1586 39.3939 35.1981 54.2457 
4.03749 5.55567 26.7514 -27.541 38.7945 35.3313 54.4122 
4.11268 5.83934 27.8995 -27.1919 39.3939 35.1981 55.0116 
4.16282 5.77631 26.81 -28.0938 39.2607 35.8974 54.8784 
4.21294 5.78399 26.7752 -27.6586 38.9277 35.5644 54.6453 
4.26307 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
4.33826 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
4.3884 4.6863 27.2122 -28.283 39.5271 35.3646 54.4122 
4.43853 4.6863 27.2122 -28.283 39.5271 35.3646 54.4122 
4.48866 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
4.53879 4.54149 27.0174 -28.2147 39.3273 35.2314 54.1791 
4.58891 4.52174 27.1172 -28.4008 39.5271 35.3646 54.3123 
4.66413 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
4.71426 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
4.76439 5.7127 26.9107 -28.1503 39.3606 35.8974 54.9117 
4.81453 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
4.86466 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
4.91479 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
4.98997 4.37763 26.9228 -28.3308 39.3273 35.2314 54.0792 
5.0401 4.54149 27.0174 -28.2147 39.3273 35.2314 54.1791 
5.09023 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
5.14036 3.51057 26.6577 -29.7407 40.0932 35.8974 54.1125 
5.19049 3.51057 26.6577 -29.7407 40.0932 35.8974 54.1125 
5.26568 5.7127 26.9107 -28.1503 39.3606 35.8974 54.9117 
5.31581 5.77631 26.81 -28.0938 39.2607 35.8974 54.8784 
5.36594 3.51057 26.6577 -29.7407 40.0932 35.8974 54.1125 
5.41606 3.45599 26.7515 -29.6628 40.0932 35.7975 54.0792 
5.46619 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
5.51632 4.84122 27.4113 -28.7167 39.9933 35.7975 54.8451 
5.5915 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
5.64164 3.61985 26.7208 -29.6709 40.0932 35.8974 54.1791 
5.69177 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
5.7419 4.42228 27.2092 -28.1887 39.4272 35.1315 54.1791 
5.79208 5.7127 26.9107 -28.1503 39.3606 35.8974 54.9117 
5.8674 4.67535 27.3155 -28.8352 39.9933 35.7975 54.7452 
5.91753 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
5.96766 3.51057 26.6577 -29.7407 40.0932 35.8974 54.1125 
6.01779 4.77536 27.3879 -28.8888 40.0932 35.8974 54.8784 
6.06792 4.67535 27.3155 -28.8352 39.9933 35.7975 54.7452 
6.11805 4.65384 27.4581 -28.9807 40.1931 35.8974 54.8784 
6.19324 4.77536 27.3879 -28.8888 40.0932 35.8974 54.8784 
6.24334 4.77536 27.3879 -28.8888 40.0932 35.8974 54.8784 
6.29353 4.67535 27.4404 -28.7163 39.9933 35.6976 54.7452 
6.34367 4.84122 27.4113 -28.7167 39.9933 35.7975 54.8451 
6.3938 4.57114 27.2211 -28.618 39.7602 35.5644 54.5121 
6.469 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
6.51913 4.84122 27.4113 -28.7167 39.9933 35.7975 54.8451 
6.56939 4.77536 27.3879 -28.8888 40.0932 35.8974 54.8784 
6.61952 4.67535 27.3155 -28.8352 39.9933 35.7975 54.7452 
6.66965 4.54149 27.0174 -28.2147 39.3273 35.2314 54.1791 
6.71978 4.72001 27.4812 -28.8092 40.0932 35.7975 54.8451 
6.79497 4.42228 27.0863 -28.3069 39.4272 35.2314 54.1791 
6.84509 4.72001 27.4812 -28.8092 40.0932 35.7975 54.8451 
6.89522 5.61032 26.8395 -28.0993 39.2607 35.7975 54.7785 
6.94535 4.39251 26.0228 -29.2023 39.3606 35.9973 54.1125 
6.99548 5.43808 26.6956 -27.7587 38.8944 35.4312 54.4122 
7.07068 5.67296 27.9263 -27.1996 39.3939 35.0982 54.9117 
7.1208 6.77782 27.3216 -26.5493 38.6946 35.3313 55.0782 
7.17093 4.54149 26.9764 -28.254 39.3273 35.2647 54.1791 
7.22106 4.25674 25.8661 -28.4622 38.6946 35.3313 53.5464 
7.27119 5.55567 26.7514 -27.541 38.7945 35.3313 54.4122 
7.32131 5.50839 26.712 -27.4481 38.6946 35.2314 54.3123 
7.3965 5.80783 27.8715 -27.1308 39.3273 35.1315 54.945 
7.44663 5.46111 26.5496 -27.4744 38.5947 35.2314 54.2124 
7.49676 4.54149 27.0174 -28.2147 39.3273 35.2314 54.1791 
7.54688 3.27008 26.559 -29.0915 39.5271 35.2314 53.5464 
7.59701 4.42228 27.2092 -28.1887 39.4272 35.1315 54.1791 
7.67219 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
7.72232 5.34412 26.6172 -27.5724 38.6946 35.2314 54.2124 
7.77245 3.27008 26.3945 -29.2409 39.5271 35.3646 53.5464 
7.82257 3.33557 26.4589 -29.0398 39.4272 35.2314 53.5131 
7.8727 4.46694 27.25 -28.282 39.5271 35.2314 54.279 
7.92283 4.35746 27.1868 -28.3598 39.5271 35.2314 54.2124 
7.99802 4.58645 27.0165 -28.3474 39.4272 35.3646 54.279 
8.04814 3.53457 26.6422 -29.4819 39.8934 35.6976 53.9793 
8.09827 3.43233 26.4882 -29.1374 39.5271 35.3646 53.6463 
8.1484 4.30278 27.2782 -28.2803 39.5271 35.1315 54.1791 
8.19853 4.58645 27.181 -28.1897 39.4272 35.2314 54.279 
8.27372 4.54149 27.1404 -28.0964 39.3273 35.1315 54.1791 
8.32385 3.17373 26.3654 -29.1427 39.4272 35.2314 53.4132 
8.37398 4.03146 25.9948 -28.5137 38.7945 35.2314 53.4798 
8.42412 4.56649 27.4459 -28.2165 39.627 35.2314 54.4122 
8.47425 4.42228 27.2092 -28.1887 39.4272 35.1315 54.1791 
8.52438 4.21178 25.6638 -28.5163 38.5947 35.3646 53.4465 
8.59958 3.29293 26.2966 -29.0565 39.3273 35.2314 53.4132 
8.64971 3.17373 26.3654 -29.1427 39.4272 35.2314 53.4132 
8.69983 3.21606 26.5278 -29.126 39.5271 35.2314 53.5131 
8.74996 4.72001 27.4812 -28.8092 40.0932 35.7975 54.8451 
8.80009 3.37131 26.5479 -29.5859 39.8934 35.6976 53.8794 
8.85022 3.33557 26.4589 -29.0398 39.4272 35.2314 53.5131 
8.92544 3.41365 26.587 -29.6806 39.9933 35.7975 53.9793 
8.97559 3.21606 26.5278 -29.126 39.5271 35.2314 53.5131 
9.02573 4.25842 27.1146 -28.3049 39.4272 35.1315 54.0792 
9.07584 4.54149 27.0174 -28.2147 39.3273 35.2314 54.1791 
9.12617 4.51152 26.0798 -28.9982 39.2607 35.8974 54.1125 
9.20138 4.54149 27.1404 -28.0964 39.3273 35.1315 54.1791 
9.25155 4.25842 27.1146 -28.3049 39.4272 35.1315 54.0792 
9.3017 4.28337 26.2108 -29.05 39.3606 35.7975 54.0459 
9.35184 4.18449 26.0163 -29.1041 39.2607 35.7975 53.9127 
9.40199 3.51057 26.6577 -29.7407 40.0932 35.8974 54.1125 
9.45228 2.23643 26.8443 -29.7857 40.1598 35.2314 53.3799 
9.52782 2.1147 26.9146 -29.8659 40.2597 35.2314 53.3799 
9.57797 3.45599 26.7515 -29.6628 40.0932 35.7975 54.0792 
9.62813 3.37131 26.5479 -29.5859 39.8934 35.6976 53.8794 
9.67827 3.31486 26.4958 -29.4594 39.7602 35.5644 53.7462 
9.72842 3.51057 26.6577 -29.7407 40.0932 35.8974 54.1125 
9.80364 3.24859 26.5967 -29.5109 39.8601 35.5644 53.7795 
9.85378 3.25039 26.6177 -29.6715 39.9933 35.6976 53.8794 
9.90393 4.34785 26.1106 -28.9954 39.2607 35.7975 54.0126 
9.95408 4.25854 25.9102 -28.9185 39.0609 35.6976 53.8128 
