18988,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18989,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18990,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18991,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18992,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18993,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18994,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18995,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18996,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18997,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18998,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18999,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19001,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19002,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19003,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19004,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19005,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19006,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19007,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19008,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19009,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19010,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19011,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19012,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19013,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19014,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19015,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19016,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19017,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19018,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19019,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19020,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19021,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19022,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19023,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19024,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19025,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19026,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19027,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19028,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19029,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19030,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19031,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19032,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19033,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19034,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19035,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19036,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19037,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19038,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19039,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19040,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19041,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19042,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19043,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19044,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19045,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19046,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19047,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19048,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19049,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19050,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19051,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19052,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19053,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
